"week","hits","word"
"2016-05-08",77,"good"
"2016-05-15",76,"good"
"2016-05-22",76,"good"
"2016-05-29",76,"good"
"2016-06-05",76,"good"
"2016-06-12",76,"good"
"2016-06-19",74,"good"
"2016-06-26",73,"good"
"2016-07-03",74,"good"
"2016-07-10",75,"good"
"2016-07-17",76,"good"
"2016-07-24",76,"good"
"2016-07-31",75,"good"
"2016-08-07",74,"good"
"2016-08-14",75,"good"
"2016-08-21",76,"good"
"2016-08-28",76,"good"
"2016-09-04",75,"good"
"2016-09-11",77,"good"
"2016-09-18",78,"good"
"2016-09-25",77,"good"
"2016-10-02",76,"good"
"2016-10-09",76,"good"
"2016-10-16",77,"good"
"2016-10-23",77,"good"
"2016-10-30",77,"good"
"2016-11-06",76,"good"
"2016-11-13",80,"good"
"2016-11-20",78,"good"
"2016-11-27",80,"good"
"2016-12-04",79,"good"
"2016-12-11",82,"good"
"2016-12-18",82,"good"
"2016-12-25",81,"good"
"2017-01-01",84,"good"
"2012-01-01",65,"work"
"2012-01-08",67,"work"
"2012-01-15",67,"work"
"2012-01-22",67,"work"
"2012-01-29",66,"work"
"2012-02-05",65,"work"
"2012-02-12",63,"work"
"2012-02-19",66,"work"
"2012-02-26",67,"work"
"2012-03-04",65,"work"
"2012-03-11",63,"work"
"2012-03-18",63,"work"
"2012-03-25",63,"work"
"2012-04-01",61,"work"
"2012-04-08",63,"work"
"2012-04-15",66,"work"
"2012-04-22",68,"work"
"2012-04-29",66,"work"
"2012-05-06",65,"work"
"2012-05-13",64,"work"
"2012-05-20",65,"work"
"2012-05-27",63,"work"
"2012-06-03",63,"work"
"2012-06-10",64,"work"
"2012-06-17",64,"work"
"2012-06-24",65,"work"
"2012-07-01",61,"work"
"2012-07-08",65,"work"
"2012-07-15",66,"work"
"2012-07-22",64,"work"
"2012-07-29",64,"work"
"2012-08-05",64,"work"
"2012-08-12",67,"work"
"2012-08-19",65,"work"
"2012-08-26",65,"work"
"2012-09-02",66,"work"
"2012-09-09",68,"work"
"2012-09-16",71,"work"
"2012-09-23",69,"work"
"2012-09-30",68,"work"
"2012-10-07",67,"work"
"2012-10-14",67,"work"
"2012-10-21",66,"work"
"2012-10-28",63,"work"
"2012-11-04",67,"work"
"2012-11-11",65,"work"
"2012-11-18",62,"work"
"2012-11-25",67,"work"
"2012-12-02",68,"work"
"2012-12-09",67,"work"
"2012-12-16",58,"work"
"2012-12-23",55,"work"
"2012-12-30",62,"work"
"2013-01-06",69,"work"
"2013-01-13",68,"work"
"2013-01-20",68,"work"
"2013-01-27",68,"work"
"2013-02-03",67,"work"
"2013-02-10",67,"work"
"2013-02-17",67,"work"
"2013-02-24",69,"work"
"2013-03-03",68,"work"
"2013-03-10",67,"work"
"2013-03-17",68,"work"
"2013-03-24",65,"work"
"2013-03-31",65,"work"
"2013-04-07",67,"work"
"2013-04-14",68,"work"
"2013-04-21",68,"work"
"2013-04-28",68,"work"
"2013-05-05",67,"work"
"2013-05-12",67,"work"
"2013-05-19",66,"work"
"2013-05-26",64,"work"
"2013-06-02",66,"work"
"2013-06-09",66,"work"
"2013-06-16",66,"work"
"2013-06-23",65,"work"
"2013-06-30",63,"work"
"2013-07-07",66,"work"
"2013-07-14",67,"work"
"2013-07-21",66,"work"
"2013-07-28",66,"work"
"2013-08-04",65,"work"
"2013-08-11",65,"work"
"2013-08-18",66,"work"
"2013-08-25",66,"work"
"2013-09-01",66,"work"
"2013-09-08",69,"work"
"2013-09-15",74,"work"
"2013-09-22",71,"work"
"2013-09-29",76,"work"
"2013-10-06",71,"work"
"2013-10-13",71,"work"
"2013-10-20",71,"work"
"2013-10-27",69,"work"
"2013-11-03",71,"work"
"2013-11-10",70,"work"
"2013-11-17",72,"work"
"2013-11-24",65,"work"
"2013-12-01",70,"work"
"2013-12-08",68,"work"
"2013-12-15",63,"work"
"2013-12-22",57,"work"
"2013-12-29",65,"work"
"2014-01-05",73,"work"
"2014-01-12",74,"work"
"2014-01-19",71,"work"
"2014-01-26",72,"work"
"2014-02-02",70,"work"
"2014-02-09",69,"work"
"2014-02-16",71,"work"
"2014-02-23",72,"work"
"2014-03-02",72,"work"
"2014-03-09",70,"work"
"2014-03-16",70,"work"
"2014-03-23",70,"work"
"2014-03-30",70,"work"
"2014-04-06",70,"work"
"2014-04-13",68,"work"
"2014-04-20",70,"work"
"2014-04-27",71,"work"
"2014-05-04",71,"work"
"2014-05-11",70,"work"
"2014-05-18",69,"work"
"2014-05-25",65,"work"
"2014-06-01",69,"work"
"2014-06-08",68,"work"
"2014-06-15",68,"work"
"2014-06-22",68,"work"
"2014-06-29",65,"work"
"2014-07-06",67,"work"
"2014-07-13",68,"work"
"2014-07-20",68,"work"
"2014-07-27",67,"work"
"2014-08-03",67,"work"
"2014-08-10",66,"work"
"2014-08-17",68,"work"
"2014-08-24",68,"work"
"2014-08-31",68,"work"
"2014-09-07",71,"work"
"2014-09-14",73,"work"
"2014-09-21",71,"work"
"2014-09-28",71,"work"
"2014-10-05",70,"work"
"2014-10-12",71,"work"
"2014-10-19",70,"work"
"2014-10-26",70,"work"
"2014-11-02",72,"work"
"2014-11-09",71,"work"
"2014-11-16",74,"work"
"2014-11-23",67,"work"
"2014-11-30",71,"work"
"2014-12-07",70,"work"
"2014-12-14",65,"work"
"2014-12-21",57,"work"
"2014-12-28",62,"work"
"2015-01-04",73,"work"
"2015-01-11",73,"work"
"2015-01-18",71,"work"
"2015-01-25",72,"work"
"2015-02-01",72,"work"
"2015-02-08",71,"work"
"2015-02-15",70,"work"
"2015-02-22",73,"work"
"2015-03-01",72,"work"
"2015-03-08",73,"work"
"2015-03-15",72,"work"
"2015-03-22",70,"work"
"2015-03-29",68,"work"
"2015-04-05",71,"work"
"2015-04-12",71,"work"
"2015-04-19",73,"work"
"2015-04-26",71,"work"
"2015-05-03",72,"work"
"2015-05-10",73,"work"
"2015-05-17",70,"work"
"2015-05-24",68,"work"
"2015-05-31",71,"work"
"2015-06-07",70,"work"
"2015-06-14",70,"work"
"2015-06-21",69,"work"
"2015-06-28",69,"work"
"2015-07-05",69,"work"
"2015-07-12",70,"work"
"2015-07-19",69,"work"
"2015-07-26",70,"work"
"2015-08-02",70,"work"
"2015-08-09",70,"work"
"2015-08-16",72,"work"
"2015-08-23",72,"work"
"2015-08-30",71,"work"
"2015-09-06",72,"work"
"2015-09-13",78,"work"
"2015-09-20",75,"work"
"2015-09-27",74,"work"
"2015-10-04",75,"work"
"2015-10-11",73,"work"
"2015-10-18",74,"work"
"2015-10-25",74,"work"
"2015-11-01",75,"work"
"2015-11-08",72,"work"
"2015-11-15",73,"work"
"2015-11-22",67,"work"
"2015-11-29",74,"work"
"2015-12-06",73,"work"
"2015-12-13",70,"work"
"2015-12-20",62,"work"
"2015-12-27",66,"work"
"2016-01-03",79,"work"
"2016-01-10",78,"work"
"2016-01-17",77,"work"
"2016-01-24",86,"work"
"2016-01-31",85,"work"
"2016-02-07",82,"work"
"2016-02-14",80,"work"
"2016-02-21",100,"work"
"2016-02-28",92,"work"
"2016-03-06",87,"work"
"2016-03-13",88,"work"
"2016-03-20",86,"work"
"2016-03-27",85,"work"
"2016-04-03",88,"work"
"2016-04-10",89,"work"
"2016-04-17",86,"work"
"2016-04-24",86,"work"
"2016-05-01",84,"work"
"2016-05-08",82,"work"
"2016-05-15",83,"work"
"2016-05-22",81,"work"
"2016-05-29",78,"work"
"2016-06-05",79,"work"
"2016-06-12",77,"work"
"2016-06-19",76,"work"
"2016-06-26",76,"work"
"2016-07-03",75,"work"
"2016-07-10",78,"work"
"2016-07-17",77,"work"
"2016-07-24",78,"work"
"2016-07-31",77,"work"
"2016-08-07",73,"work"
"2016-08-14",75,"work"
"2016-08-21",78,"work"
"2016-08-28",76,"work"
"2016-09-04",77,"work"
"2016-09-11",80,"work"
"2016-09-18",79,"work"
"2016-09-25",79,"work"
"2016-10-02",78,"work"
"2016-10-09",78,"work"
"2016-10-16",78,"work"
"2016-10-23",77,"work"
"2016-10-30",77,"work"
"2016-11-06",77,"work"
"2016-11-13",78,"work"
"2016-11-20",73,"work"
"2016-11-27",79,"work"
"2016-12-04",77,"work"
"2016-12-11",75,"work"
"2016-12-18",68,"work"
"2016-12-25",67,"work"
"2017-01-01",77,"work"
"2012-01-01",24,"thursday"
"2012-01-08",24,"thursday"
"2012-01-15",24,"thursday"
"2012-01-22",25,"thursday"
"2012-01-29",23,"thursday"
"2012-02-05",23,"thursday"
"2012-02-12",26,"thursday"
"2012-02-19",26,"thursday"
"2012-02-26",26,"thursday"
"2012-03-04",25,"thursday"
"2012-03-11",29,"thursday"
"2012-03-18",28,"thursday"
"2012-03-25",30,"thursday"
"2012-04-01",79,"thursday"
"2012-04-08",29,"thursday"
"2012-04-15",26,"thursday"
"2012-04-22",26,"thursday"
"2012-04-29",27,"thursday"
"2012-05-06",26,"thursday"
"2012-05-13",29,"thursday"
"2012-05-20",26,"thursday"
"2012-05-27",26,"thursday"
"2012-06-03",28,"thursday"
"2012-06-10",28,"thursday"
"2012-06-17",30,"thursday"
"2012-06-24",30,"thursday"
"2012-07-01",28,"thursday"
"2012-07-08",30,"thursday"
"2012-07-15",29,"thursday"
"2012-07-22",30,"thursday"
"2012-07-29",31,"thursday"
"2012-08-05",31,"thursday"
"2012-08-12",31,"thursday"
"2012-08-19",31,"thursday"
"2012-08-26",35,"thursday"
"2012-09-02",37,"thursday"
"2012-09-09",54,"thursday"
"2012-09-16",55,"thursday"
"2012-09-23",55,"thursday"
"2012-09-30",50,"thursday"
"2012-10-07",46,"thursday"
"2012-10-14",45,"thursday"
"2012-10-21",44,"thursday"
"2012-10-28",43,"thursday"
"2012-11-04",40,"thursday"
"2012-11-11",42,"thursday"
"2012-11-18",38,"thursday"
"2012-11-25",38,"thursday"
"2012-12-02",37,"thursday"
"2012-12-09",35,"thursday"
"2012-12-16",37,"thursday"
"2012-12-23",26,"thursday"
"2012-12-30",22,"thursday"
"2013-01-06",24,"thursday"
"2013-01-13",25,"thursday"
"2013-01-20",26,"thursday"
"2013-01-27",26,"thursday"
"2013-02-03",27,"thursday"
"2013-02-10",27,"thursday"
"2013-02-17",29,"thursday"
"2013-02-24",28,"thursday"
"2013-03-03",30,"thursday"
"2013-03-10",30,"thursday"
"2013-03-17",34,"thursday"
"2013-03-24",86,"thursday"
"2013-03-31",30,"thursday"
"2013-04-07",28,"thursday"
"2013-04-14",29,"thursday"
"2013-04-21",29,"thursday"
"2013-04-28",30,"thursday"
"2013-05-05",30,"thursday"
"2013-05-12",28,"thursday"
"2013-05-19",28,"thursday"
"2013-05-26",28,"thursday"
"2013-06-02",30,"thursday"
"2013-06-09",30,"thursday"
"2013-06-16",30,"thursday"
"2013-06-23",30,"thursday"
"2013-06-30",23,"thursday"
"2013-07-07",29,"thursday"
"2013-07-14",30,"thursday"
"2013-07-21",31,"thursday"
"2013-07-28",31,"thursday"
"2013-08-04",35,"thursday"
"2013-08-11",35,"thursday"
"2013-08-18",34,"thursday"
"2013-08-25",34,"thursday"
"2013-09-01",47,"thursday"
"2013-09-08",64,"thursday"
"2013-09-15",62,"thursday"
"2013-09-22",60,"thursday"
"2013-09-29",56,"thursday"
"2013-10-06",55,"thursday"
"2013-10-13",56,"thursday"
"2013-10-20",48,"thursday"
"2013-10-27",44,"thursday"
"2013-11-03",50,"thursday"
"2013-11-10",47,"thursday"
"2013-11-17",50,"thursday"
"2013-11-24",44,"thursday"
"2013-12-01",42,"thursday"
"2013-12-08",43,"thursday"
"2013-12-15",50,"thursday"
"2013-12-22",28,"thursday"
"2013-12-29",27,"thursday"
"2014-01-05",26,"thursday"
"2014-01-12",27,"thursday"
"2014-01-19",27,"thursday"
"2014-01-26",31,"thursday"
"2014-02-02",28,"thursday"
"2014-02-09",39,"thursday"
"2014-02-16",29,"thursday"
"2014-02-23",30,"thursday"
"2014-03-02",32,"thursday"
"2014-03-09",33,"thursday"
"2014-03-16",32,"thursday"
"2014-03-23",33,"thursday"
"2014-03-30",33,"thursday"
"2014-04-06",37,"thursday"
"2014-04-13",89,"thursday"
"2014-04-20",33,"thursday"
"2014-04-27",31,"thursday"
"2014-05-04",30,"thursday"
"2014-05-11",30,"thursday"
"2014-05-18",29,"thursday"
"2014-05-25",31,"thursday"
"2014-06-01",31,"thursday"
"2014-06-08",32,"thursday"
"2014-06-15",34,"thursday"
"2014-06-22",35,"thursday"
"2014-06-29",32,"thursday"
"2014-07-06",32,"thursday"
"2014-07-13",32,"thursday"
"2014-07-20",34,"thursday"
"2014-07-27",36,"thursday"
"2014-08-03",36,"thursday"
"2014-08-10",36,"thursday"
"2014-08-17",38,"thursday"
"2014-08-24",37,"thursday"
"2014-08-31",56,"thursday"
"2014-09-07",58,"thursday"
"2014-09-14",60,"thursday"
"2014-09-21",58,"thursday"
"2014-09-28",59,"thursday"
"2014-10-05",59,"thursday"
"2014-10-12",56,"thursday"
"2014-10-19",57,"thursday"
"2014-10-26",67,"thursday"
"2014-11-02",63,"thursday"
"2014-11-09",58,"thursday"
"2014-11-16",56,"thursday"
"2014-11-23",47,"thursday"
"2014-11-30",49,"thursday"
"2014-12-07",52,"thursday"
"2014-12-14",43,"thursday"
"2014-12-21",22,"thursday"
"2014-12-28",20,"thursday"
"2015-01-04",30,"thursday"
"2015-01-11",30,"thursday"
"2015-01-18",31,"thursday"
"2015-01-25",33,"thursday"
"2015-02-01",34,"thursday"
"2015-02-08",35,"thursday"
"2015-02-15",36,"thursday"
"2015-02-22",34,"thursday"
"2015-03-01",37,"thursday"
"2015-03-08",36,"thursday"
"2015-03-15",36,"thursday"
"2015-03-22",39,"thursday"
"2015-03-29",88,"thursday"
"2015-04-05",37,"thursday"
"2015-04-12",31,"thursday"
"2015-04-19",32,"thursday"
"2015-04-26",35,"thursday"
"2015-05-03",33,"thursday"
"2015-05-10",35,"thursday"
"2015-05-17",32,"thursday"
"2015-05-24",35,"thursday"
"2015-05-31",34,"thursday"
"2015-06-07",33,"thursday"
"2015-06-14",35,"thursday"
"2015-06-21",34,"thursday"
"2015-06-28",36,"thursday"
"2015-07-05",35,"thursday"
"2015-07-12",36,"thursday"
"2015-07-19",37,"thursday"
"2015-07-26",36,"thursday"
"2015-08-02",43,"thursday"
"2015-08-09",41,"thursday"
"2015-08-16",39,"thursday"
"2015-08-23",38,"thursday"
"2015-08-30",41,"thursday"
"2015-09-06",62,"thursday"
"2015-09-13",75,"thursday"
"2015-09-20",74,"thursday"
"2015-09-27",68,"thursday"
"2015-10-04",66,"thursday"
"2015-10-11",63,"thursday"
"2015-10-18",63,"thursday"
"2015-10-25",65,"thursday"
"2015-11-01",81,"thursday"
"2015-11-08",69,"thursday"
"2015-11-15",65,"thursday"
"2015-11-22",49,"thursday"
"2015-11-29",53,"thursday"
"2015-12-06",62,"thursday"
"2015-12-13",58,"thursday"
"2015-12-20",38,"thursday"
"2015-12-27",31,"thursday"
"2016-01-03",34,"thursday"
"2016-01-10",33,"thursday"
"2016-01-17",34,"thursday"
"2016-01-24",36,"thursday"
"2016-01-31",34,"thursday"
"2016-02-07",35,"thursday"
"2016-02-14",34,"thursday"
"2016-02-21",36,"thursday"
"2016-02-28",36,"thursday"
"2016-03-06",37,"thursday"
"2016-03-13",41,"thursday"
"2016-03-20",100,"thursday"
"2016-03-27",37,"thursday"
"2016-04-03",37,"thursday"
"2016-04-10",35,"thursday"
"2016-04-17",35,"thursday"
"2016-04-24",36,"thursday"
"2016-05-01",38,"thursday"
"2016-05-08",34,"thursday"
"2016-05-15",36,"thursday"
"2016-05-22",35,"thursday"
"2016-05-29",35,"thursday"
"2016-06-05",36,"thursday"
"2016-06-12",39,"thursday"
"2016-06-19",37,"thursday"
"2016-06-26",36,"thursday"
"2016-07-03",38,"thursday"
"2016-07-10",37,"thursday"
"2016-07-17",42,"thursday"
"2016-07-24",45,"thursday"
"2016-07-31",38,"thursday"
"2016-08-07",41,"thursday"
"2016-08-14",40,"thursday"
"2016-08-21",40,"thursday"
"2016-08-28",44,"thursday"
"2016-09-04",66,"thursday"
"2016-09-11",81,"thursday"
"2016-09-18",74,"thursday"
"2016-09-25",89,"thursday"
"2016-10-02",72,"thursday"
"2016-10-09",68,"thursday"
"2016-10-16",63,"thursday"
"2016-10-23",69,"thursday"
"2016-10-30",66,"thursday"
"2016-11-06",61,"thursday"
"2016-11-13",61,"thursday"
"2016-11-20",50,"thursday"
"2016-11-27",59,"thursday"
"2016-12-04",61,"thursday"
"2016-12-11",60,"thursday"
"2016-12-18",54,"thursday"
"2016-12-25",63,"thursday"
"2017-01-01",37,"thursday"
"2012-01-01",47,"mama"
"2012-01-08",46,"mama"
"2012-01-15",46,"mama"
"2012-01-22",46,"mama"
"2012-01-29",45,"mama"
"2012-02-05",46,"mama"
"2012-02-12",46,"mama"
"2012-02-19",45,"mama"
"2012-02-26",47,"mama"
"2012-03-04",51,"mama"
"2012-03-11",46,"mama"
"2012-03-18",46,"mama"
"2012-03-25",46,"mama"
"2012-04-01",47,"mama"
"2012-04-08",49,"mama"
"2012-04-15",49,"mama"
"2012-04-22",52,"mama"
"2012-04-29",56,"mama"
"2012-05-06",84,"mama"
"2012-05-13",61,"mama"
"2012-05-20",49,"mama"
"2012-05-27",49,"mama"
"2012-06-03",46,"mama"
"2012-06-10",46,"mama"
"2012-06-17",47,"mama"
"2012-06-24",46,"mama"
"2012-07-01",45,"mama"
"2012-07-08",46,"mama"
"2012-07-15",46,"mama"
"2012-07-22",47,"mama"
"2012-07-29",47,"mama"
"2012-08-05",46,"mama"
"2012-08-12",48,"mama"
"2012-08-19",48,"mama"
"2012-08-26",46,"mama"
"2012-09-02",47,"mama"
"2012-09-09",47,"mama"
"2012-09-16",47,"mama"
"2012-09-23",46,"mama"
"2012-09-30",48,"mama"
"2012-10-07",47,"mama"
"2012-10-14",53,"mama"
"2012-10-21",54,"mama"
"2012-10-28",49,"mama"
"2012-11-04",49,"mama"
"2012-11-11",49,"mama"
"2012-11-18",50,"mama"
"2012-11-25",65,"mama"
"2012-12-02",54,"mama"
"2012-12-09",49,"mama"
"2012-12-16",49,"mama"
"2012-12-23",52,"mama"
"2012-12-30",55,"mama"
"2013-01-06",57,"mama"
"2013-01-13",69,"mama"
"2013-01-20",74,"mama"
"2013-01-27",64,"mama"
"2013-02-03",65,"mama"
"2013-02-10",66,"mama"
"2013-02-17",64,"mama"
"2013-02-24",62,"mama"
"2013-03-03",63,"mama"
"2013-03-10",57,"mama"
"2013-03-17",56,"mama"
"2013-03-24",56,"mama"
"2013-03-31",58,"mama"
"2013-04-07",57,"mama"
"2013-04-14",59,"mama"
"2013-04-21",64,"mama"
"2013-04-28",67,"mama"
"2013-05-05",97,"mama"
"2013-05-12",74,"mama"
"2013-05-19",62,"mama"
"2013-05-26",60,"mama"
"2013-06-02",59,"mama"
"2013-06-09",57,"mama"
"2013-06-16",57,"mama"
"2013-06-23",57,"mama"
"2013-06-30",57,"mama"
"2013-07-07",55,"mama"
"2013-07-14",54,"mama"
"2013-07-21",55,"mama"
"2013-07-28",56,"mama"
"2013-08-04",55,"mama"
"2013-08-11",55,"mama"
"2013-08-18",55,"mama"
"2013-08-25",52,"mama"
"2013-09-01",51,"mama"
"2013-09-08",51,"mama"
"2013-09-15",50,"mama"
"2013-09-22",50,"mama"
"2013-09-29",54,"mama"
"2013-10-06",55,"mama"
"2013-10-13",65,"mama"
"2013-10-20",65,"mama"
"2013-10-27",60,"mama"
"2013-11-03",57,"mama"
"2013-11-10",57,"mama"
"2013-11-17",70,"mama"
"2013-11-24",62,"mama"
"2013-12-01",55,"mama"
"2013-12-08",55,"mama"
"2013-12-15",54,"mama"
"2013-12-22",60,"mama"
"2013-12-29",59,"mama"
"2014-01-05",54,"mama"
"2014-01-12",56,"mama"
"2014-01-19",53,"mama"
"2014-01-26",55,"mama"
"2014-02-02",55,"mama"
"2014-02-09",55,"mama"
"2014-02-16",55,"mama"
"2014-02-23",56,"mama"
"2014-03-02",61,"mama"
"2014-03-09",55,"mama"
"2014-03-16",55,"mama"
"2014-03-23",56,"mama"
"2014-03-30",55,"mama"
"2014-04-06",56,"mama"
"2014-04-13",56,"mama"
"2014-04-20",58,"mama"
"2014-04-27",62,"mama"
"2014-05-04",92,"mama"
"2014-05-11",73,"mama"
"2014-05-18",57,"mama"
"2014-05-25",60,"mama"
"2014-06-01",56,"mama"
"2014-06-08",58,"mama"
"2014-06-15",58,"mama"
"2014-06-22",57,"mama"
"2014-06-29",56,"mama"
"2014-07-06",57,"mama"
"2014-07-13",59,"mama"
"2014-07-20",59,"mama"
"2014-07-27",59,"mama"
"2014-08-03",59,"mama"
"2014-08-10",58,"mama"
"2014-08-17",58,"mama"
"2014-08-24",56,"mama"
"2014-08-31",56,"mama"
"2014-09-07",57,"mama"
"2014-09-14",57,"mama"
"2014-09-21",57,"mama"
"2014-09-28",60,"mama"
"2014-10-05",62,"mama"
"2014-10-12",64,"mama"
"2014-10-19",67,"mama"
"2014-10-26",67,"mama"
"2014-11-02",62,"mama"
"2014-11-09",65,"mama"
"2014-11-16",63,"mama"
"2014-11-23",63,"mama"
"2014-11-30",78,"mama"
"2014-12-07",64,"mama"
"2014-12-14",61,"mama"
"2014-12-21",65,"mama"
"2014-12-28",64,"mama"
"2015-01-04",58,"mama"
"2015-01-11",57,"mama"
"2015-01-18",58,"mama"
"2015-01-25",58,"mama"
"2015-02-01",56,"mama"
"2015-02-08",58,"mama"
"2015-02-15",59,"mama"
"2015-02-22",60,"mama"
"2015-03-01",63,"mama"
"2015-03-08",64,"mama"
"2015-03-15",60,"mama"
"2015-03-22",59,"mama"
"2015-03-29",61,"mama"
"2015-04-05",61,"mama"
"2015-04-12",62,"mama"
"2015-04-19",65,"mama"
"2015-04-26",69,"mama"
"2015-05-03",89,"mama"
"2015-05-10",91,"mama"
"2015-05-17",69,"mama"
"2015-05-24",72,"mama"
"2015-05-31",70,"mama"
"2015-06-07",69,"mama"
"2015-06-14",67,"mama"
"2015-06-21",69,"mama"
"2015-06-28",72,"mama"
"2015-07-05",69,"mama"
"2015-07-12",69,"mama"
"2015-07-19",70,"mama"
"2015-07-26",67,"mama"
"2015-08-02",67,"mama"
"2015-08-09",70,"mama"
"2015-08-16",70,"mama"
"2015-08-23",67,"mama"
"2015-08-30",66,"mama"
"2015-09-06",68,"mama"
"2015-09-13",64,"mama"
"2015-09-20",65,"mama"
"2015-09-27",66,"mama"
"2015-10-04",70,"mama"
"2015-10-11",71,"mama"
"2015-10-18",75,"mama"
"2015-10-25",72,"mama"
"2015-11-01",73,"mama"
"2015-11-08",72,"mama"
"2015-11-15",69,"mama"
"2015-11-22",71,"mama"
"2015-11-29",96,"mama"
"2015-12-06",71,"mama"
"2015-12-13",69,"mama"
"2015-12-20",77,"mama"
"2015-12-27",73,"mama"
"2016-01-03",67,"mama"
"2016-01-10",66,"mama"
"2016-01-17",66,"mama"
"2016-01-24",67,"mama"
"2016-01-31",64,"mama"
"2016-02-07",65,"mama"
"2016-02-14",64,"mama"
"2016-02-21",65,"mama"
"2016-02-28",64,"mama"
"2016-03-06",68,"mama"
"2016-03-13",65,"mama"
"2016-03-20",64,"mama"
"2016-03-27",64,"mama"
"2016-04-03",66,"mama"
"2016-04-10",66,"mama"
"2016-04-17",67,"mama"
"2016-04-24",70,"mama"
"2016-05-01",89,"mama"
"2016-05-08",100,"mama"
"2016-05-15",69,"mama"
"2016-05-22",70,"mama"
"2016-05-29",69,"mama"
"2016-06-05",65,"mama"
"2016-06-12",64,"mama"
"2016-06-19",65,"mama"
"2016-06-26",65,"mama"
"2016-07-03",68,"mama"
"2016-07-10",67,"mama"
"2016-07-17",68,"mama"
"2016-07-24",70,"mama"
"2016-07-31",69,"mama"
"2016-08-07",68,"mama"
"2016-08-14",67,"mama"
"2016-08-21",68,"mama"
"2016-08-28",69,"mama"
"2016-09-04",69,"mama"
"2016-09-11",67,"mama"
"2016-09-18",66,"mama"
"2016-09-25",67,"mama"
"2016-10-02",73,"mama"
"2016-10-09",75,"mama"
"2016-10-16",78,"mama"
"2016-10-23",79,"mama"
"2016-10-30",81,"mama"
"2016-11-06",76,"mama"
"2016-11-13",76,"mama"
"2016-11-20",76,"mama"
"2016-11-27",95,"mama"
"2016-12-04",75,"mama"
"2016-12-11",71,"mama"
"2016-12-18",75,"mama"
"2016-12-25",73,"mama"
"2017-01-01",71,"mama"
